regiao;estado;DateRep;cum-Cases;cum-Deaths;Cases;Deaths
Norte;RR;2020-03-22;2;0;2;0
Norte;RR;2020-03-23;2;0;0;0
Norte;RR;2020-03-24;2;0;0;0
Norte;RR;2020-03-25;8;0;6;0
Norte;RR;2020-03-26;8;0;0;0
Norte;RR;2020-03-27;10;0;2;0
Norte;RR;2020-03-28;12;0;2;0
Norte;RR;2020-03-29;16;0;4;0
Norte;RR;2020-03-30;16;0;0;0
Norte;RR;2020-03-31;16;0;0;0
Norte;RR;2020-04-01;22;0;6;0
Norte;RR;2020-04-02;26;0;4;0
Norte;RR;2020-04-03;30;0;4;0
Norte;RR;2020-04-04;37;1;7;1
Norte;RR;2020-04-05;42;1;5;0
Norte;RR;2020-04-06;42;1;0;0
Norte;RR;2020-04-07;42;1;0;0
Norte;RR;2020-04-08;49;1;7;0
Norte;RR;2020-04-09;52;1;3;0
Norte;RR;2020-04-10;63;3;11;2
Norte;RR;2020-04-11;75;3;12;0
Norte;RR;2020-04-12;79;3;4;0
Norte;RR;2020-04-13;83;3;4;0
Norte;RR;2020-04-14;113;3;30;0
Norte;RR;2020-04-15;114;3;1;0
Norte;RR;2020-04-16;142;3;28;0
Norte;RR;2020-04-17;164;3;22;0
Norte;RR;2020-04-18;201;3;37;0
Norte;RR;2020-04-19;222;3;21;0
Norte;RR;2020-04-20;244;3;22;0
Norte;RR;2020-04-21;247;3;3;0
Norte;RR;2020-04-22;280;3;33;0
Norte;RR;2020-04-23;297;3;17;0
Norte;RR;2020-04-24;304;3;7;0
Norte;RR;2020-04-25;345;3;41;0
Norte;RR;2020-04-26;401;4;56;1
Norte;RR;2020-04-27;407;4;6;0
Norte;RR;2020-04-28;425;6;18;2
Norte;RR;2020-04-29;452;6;27;0
Norte;RR;2020-04-30;519;7;67;1
Norte;RR;2020-05-01;602;8;83;1
Norte;RR;2020-05-02;668;9;66;1
Norte;RR;2020-05-03;740;11;72;2
Norte;RR;2020-05-04;806;11;66;0
Norte;RR;2020-05-05;869;11;63;0
Norte;RR;2020-05-06;932;13;63;2
Norte;RR;2020-05-07;1020;14;88;1
Norte;RR;2020-05-08;1124;16;104;2
Norte;RR;2020-05-09;1202;18;78;2
Norte;RR;2020-05-10;1290;21;88;3
Norte;RR;2020-05-11;1295;24;5;3
Norte;RR;2020-05-12;1328;27;33;3
Norte;RR;2020-05-13;1411;29;83;2
Norte;RR;2020-05-14;1500;37;89;8
Norte;RR;2020-05-15;1589;40;89;3
Norte;RR;2020-05-16;1706;49;117;9
Norte;RR;2020-05-17;1791;51;85;2
Norte;RR;2020-05-18;1876;60;85;9
Norte;RR;2020-05-19;1985;61;109;1
Norte;RR;2020-05-20;2067;64;82;3
Norte;RR;2020-05-21;2146;72;79;8
Norte;RR;2020-05-22;2306;81;160;9
Norte;RR;2020-05-23;2374;81;68;0
Norte;RR;2020-05-24;2439;84;65;3
Norte;RR;2020-05-25;2514;86;75;2
Norte;RR;2020-05-26;2583;102;69;16
Norte;RR;2020-05-27;2682;102;99;0
Norte;RR;2020-05-28;2959;102;277;0
Norte;RR;2020-05-29;3098;108;139;6
Norte;RR;2020-05-30;3299;110;201;2
Norte;RR;2020-05-31;3474;116;175;6
Norte;RR;2020-06-01;3692;116;218;0
