regiao;estado;DateRep;cum-Cases;cum-Deaths;Cases;Deaths
Sul;PR;2020-03-12;6;0;6;0
Sul;PR;2020-03-13;6;0;0;0
Sul;PR;2020-03-14;6;0;0;0
Sul;PR;2020-03-15;6;0;0;0
Sul;PR;2020-03-16;6;0;0;0
Sul;PR;2020-03-17;6;0;0;0
Sul;PR;2020-03-18;13;0;7;0
Sul;PR;2020-03-19;23;0;10;0
Sul;PR;2020-03-20;32;0;9;0
Sul;PR;2020-03-21;43;0;11;0
Sul;PR;2020-03-22;50;0;7;0
Sul;PR;2020-03-23;56;0;6;0
Sul;PR;2020-03-24;65;0;9;0
Sul;PR;2020-03-25;81;0;16;0
Sul;PR;2020-03-26;102;0;21;0
Sul;PR;2020-03-27;119;2;17;2
Sul;PR;2020-03-28;133;2;14;0
Sul;PR;2020-03-29;148;2;15;0
Sul;PR;2020-03-30;155;3;7;1
Sul;PR;2020-03-31;179;3;24;0
Sul;PR;2020-04-01;224;3;45;0
Sul;PR;2020-04-02;252;4;28;1
Sul;PR;2020-04-03;301;4;49;0
Sul;PR;2020-04-04;395;6;94;2
Sul;PR;2020-04-05;438;9;43;3
Sul;PR;2020-04-06;458;11;20;2
Sul;PR;2020-04-07;503;15;45;4
Sul;PR;2020-04-08;539;17;36;2
Sul;PR;2020-04-09;609;22;70;5
Sul;PR;2020-04-10;643;25;34;3
Sul;PR;2020-04-11;676;26;33;1
Sul;PR;2020-04-12;738;30;62;4
Sul;PR;2020-04-13;756;31;18;1
Sul;PR;2020-04-14;791;36;35;5
Sul;PR;2020-04-15;803;38;12;2
Sul;PR;2020-04-16;832;41;29;3
Sul;PR;2020-04-17;874;42;42;1
Sul;PR;2020-04-18;945;46;71;4
Sul;PR;2020-04-19;987;48;42;2
Sul;PR;2020-04-20;1007;51;20;3
Sul;PR;2020-04-21;1024;51;17;0
Sul;PR;2020-04-22;1063;57;39;6
Sul;PR;2020-04-23;1082;60;19;3
Sul;PR;2020-04-24;1119;64;37;4
Sul;PR;2020-04-25;1140;69;21;5
Sul;PR;2020-04-26;1156;72;16;3
Sul;PR;2020-04-27;1186;75;30;3
Sul;PR;2020-04-28;1271;77;85;2
Sul;PR;2020-04-29;1348;82;77;5
Sul;PR;2020-04-30;1407;83;59;1
Sul;PR;2020-05-01;1447;89;40;6
Sul;PR;2020-05-02;1492;90;45;1
Sul;PR;2020-05-03;1514;93;22;3
Sul;PR;2020-05-04;1562;94;48;1
Sul;PR;2020-05-05;1588;99;26;5
Sul;PR;2020-05-06;1627;101;39;2
Sul;PR;2020-05-07;1656;104;29;3
Sul;PR;2020-05-08;1711;106;55;2
Sul;PR;2020-05-09;1785;107;74;1
Sul;PR;2020-05-10;1835;109;50;2
Sul;PR;2020-05-11;1849;111;14;2
Sul;PR;2020-05-12;1906;113;57;2
Sul;PR;2020-05-13;1996;117;90;4
Sul;PR;2020-05-14;2063;119;67;2
Sul;PR;2020-05-15;2139;120;76;1
Sul;PR;2020-05-16;2242;123;103;3
Sul;PR;2020-05-17;2286;124;44;1
Sul;PR;2020-05-18;2360;127;74;3
Sul;PR;2020-05-19;2481;129;121;2
Sul;PR;2020-05-20;2616;137;135;8
Sul;PR;2020-05-21;2810;141;194;4
Sul;PR;2020-05-22;2939;146;129;5
Sul;PR;2020-05-23;3099;150;160;4
Sul;PR;2020-05-24;3212;153;113;3
Sul;PR;2020-05-25;3331;156;119;3
Sul;PR;2020-05-26;3512;159;181;3
Sul;PR;2020-05-27;3712;162;200;3
Sul;PR;2020-05-28;3984;169;272;7
Sul;PR;2020-05-29;4236;173;252;4
Sul;PR;2020-05-30;4473;181;237;8
Sul;PR;2020-05-31;4687;182;214;1
Sul;PR;2020-06-01;4835;190;148;8
