regiao;estado;DateRep;cum-Cases;cum-Deaths;Cases;Deaths
Nordeste;AL;2020-03-08;1;0;1;0
Nordeste;AL;2020-03-09;1;0;0;0
Nordeste;AL;2020-03-10;1;0;0;0
Nordeste;AL;2020-03-11;1;0;0;0
Nordeste;AL;2020-03-12;1;0;0;0
Nordeste;AL;2020-03-13;1;0;0;0
Nordeste;AL;2020-03-14;1;0;0;0
Nordeste;AL;2020-03-15;1;0;0;0
Nordeste;AL;2020-03-16;1;0;0;0
Nordeste;AL;2020-03-17;1;0;0;0
Nordeste;AL;2020-03-18;1;0;0;0
Nordeste;AL;2020-03-19;4;0;3;0
Nordeste;AL;2020-03-20;5;0;1;0
Nordeste;AL;2020-03-21;7;0;2;0
Nordeste;AL;2020-03-22;7;0;0;0
Nordeste;AL;2020-03-23;7;0;0;0
Nordeste;AL;2020-03-24;9;0;2;0
Nordeste;AL;2020-03-25;11;0;2;0
Nordeste;AL;2020-03-26;11;0;0;0
Nordeste;AL;2020-03-27;11;0;0;0
Nordeste;AL;2020-03-28;14;0;3;0
Nordeste;AL;2020-03-29;17;0;3;0
Nordeste;AL;2020-03-30;17;0;0;0
Nordeste;AL;2020-03-31;18;1;1;1
Nordeste;AL;2020-04-01;18;1;0;0
Nordeste;AL;2020-04-02;18;1;0;0
Nordeste;AL;2020-04-03;22;2;4;1
Nordeste;AL;2020-04-04;23;2;1;0
Nordeste;AL;2020-04-05;28;2;5;0
Nordeste;AL;2020-04-06;31;2;3;0
Nordeste;AL;2020-04-07;32;2;1;0
Nordeste;AL;2020-04-08;37;2;5;0
Nordeste;AL;2020-04-09;37;3;0;1
Nordeste;AL;2020-04-10;45;3;8;0
Nordeste;AL;2020-04-11;48;3;3;0
Nordeste;AL;2020-04-12;48;3;0;0
Nordeste;AL;2020-04-13;50;3;2;0
Nordeste;AL;2020-04-14;72;4;22;1
Nordeste;AL;2020-04-15;82;5;10;1
Nordeste;AL;2020-04-16;89;5;7;0
Nordeste;AL;2020-04-17;110;7;21;2
Nordeste;AL;2020-04-18;132;7;22;0
Nordeste;AL;2020-04-19;159;15;27;8
Nordeste;AL;2020-04-20;171;18;12;3
Nordeste;AL;2020-04-21;210;19;39;1
Nordeste;AL;2020-04-22;243;20;33;1
Nordeste;AL;2020-04-23;324;22;81;2
Nordeste;AL;2020-04-24;413;27;89;5
Nordeste;AL;2020-04-25;501;29;88;2
Nordeste;AL;2020-04-26;554;32;53;3
Nordeste;AL;2020-04-27;643;34;89;2
Nordeste;AL;2020-04-28;777;36;134;2
Nordeste;AL;2020-04-29;957;41;180;5
Nordeste;AL;2020-04-30;1044;47;87;6
Nordeste;AL;2020-05-01;1226;53;182;6
Nordeste;AL;2020-05-02;1372;58;146;5
Nordeste;AL;2020-05-03;1441;64;69;6
Nordeste;AL;2020-05-04;1538;72;97;8
Nordeste;AL;2020-05-05;1606;80;68;8
Nordeste;AL;2020-05-06;1703;89;97;9
Nordeste;AL;2020-05-07;1867;98;164;9
Nordeste;AL;2020-05-08;2033;108;166;10
Nordeste;AL;2020-05-09;2172;114;139;6
Nordeste;AL;2020-05-10;2258;126;86;12
Nordeste;AL;2020-05-11;2343;138;85;12
Nordeste;AL;2020-05-12;2580;150;237;12
Nordeste;AL;2020-05-13;2761;164;181;14
Nordeste;AL;2020-05-14;2972;177;211;13
Nordeste;AL;2020-05-15;3212;187;240;10
Nordeste;AL;2020-05-16;3593;199;381;12
Nordeste;AL;2020-05-17;3816;210;223;11
Nordeste;AL;2020-05-18;4031;221;215;11
Nordeste;AL;2020-05-19;4316;231;285;10
Nordeste;AL;2020-05-20;4437;251;121;20
Nordeste;AL;2020-05-21;4916;262;479;11
Nordeste;AL;2020-05-22;5302;280;386;18
Nordeste;AL;2020-05-23;5630;301;328;21
Nordeste;AL;2020-05-24;6214;316;584;15
Nordeste;AL;2020-05-25;6682;337;468;21
Nordeste;AL;2020-05-26;7058;354;376;17
Nordeste;AL;2020-05-27;7580;368;522;14
Nordeste;AL;2020-05-28;8055;385;475;17
Nordeste;AL;2020-05-29;8618;406;563;21
Nordeste;AL;2020-05-30;9223;424;605;18
Nordeste;AL;2020-05-31;10288;443;1065;19
Nordeste;AL;2020-06-01;10837;461;549;18
