DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-16;1.0;1.0;0.0;0.0
2020-03-17;0.0;1.0;0.0;0.0
2020-03-18;0.0;1.0;0.0;0.0
2020-03-19;0.0;1.0;0.0;0.0
2020-03-20;0.0;1.0;0.0;0.0
2020-03-21;0.0;1.0;0.0;0.0
2020-03-22;0.0;1.0;0.0;0.0
2020-03-23;0.0;1.0;0.0;0.0
2020-03-24;0.0;1.0;0.0;0.0
2020-03-25;0.0;1.0;0.0;0.0
2020-03-26;0.0;1.0;0.0;0.0
2020-03-27;1.0;2.0;0.0;0.0
2020-03-28;0.0;2.0;0.0;0.0
2020-03-29;0.0;2.0;0.0;0.0
2020-03-30;0.0;2.0;0.0;0.0
2020-03-31;0.0;2.0;0.0;0.0
2020-04-01;1.0;3.0;0.0;0.0
2020-04-02;1.0;4.0;0.0;0.0
2020-04-03;0.0;4.0;0.0;0.0
2020-04-04;0.0;4.0;0.0;0.0
2020-04-05;0.0;4.0;0.0;0.0
2020-04-06;1.0;5.0;1.0;1.0
2020-04-07;0.0;5.0;0.0;1.0
2020-04-08;2.0;7.0;0.0;1.0
2020-04-09;1.0;8.0;0.0;1.0
2020-04-10;2.0;10.0;0.0;1.0
2020-04-11;0.0;10.0;0.0;1.0
2020-04-12;0.0;10.0;0.0;1.0
2020-04-13;5.0;15.0;0.0;1.0
2020-04-14;2.0;17.0;0.0;1.0
2020-04-15;0.0;17.0;0.0;1.0
2020-04-16;2.0;19.0;1.0;2.0
2020-04-17;2.0;21.0;0.0;2.0
2020-04-18;0.0;21.0;0.0;2.0
2020-04-19;1.0;22.0;0.0;2.0
2020-04-20;0.0;22.0;0.0;2.0
2020-04-21;0.0;22.0;0.0;2.0
2020-04-22;3.0;25.0;1.0;3.0
2020-04-23;1.0;26.0;0.0;3.0
2020-04-24;0.0;26.0;0.0;3.0
2020-04-25;1.0;27.0;0.0;3.0
2020-04-26;1.0;28.0;0.0;3.0
2020-04-27;2.0;30.0;1.0;4.0
