DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-24;1.0;1.0;0.0;0.0
2020-03-25;0.0;1.0;0.0;0.0
2020-03-26;0.0;1.0;0.0;0.0
2020-03-27;2.0;3.0;0.0;0.0
2020-03-28;0.0;3.0;0.0;0.0
2020-03-29;0.0;3.0;0.0;0.0
2020-03-30;0.0;3.0;0.0;0.0
2020-03-31;5.0;8.0;0.0;0.0
2020-04-01;0.0;8.0;0.0;0.0
2020-04-02;0.0;8.0;0.0;0.0
2020-04-03;0.0;8.0;0.0;0.0
2020-04-04;6.0;14.0;0.0;0.0
2020-04-05;0.0;14.0;0.0;0.0
2020-04-06;0.0;14.0;0.0;0.0
2020-04-07;0.0;14.0;0.0;0.0
2020-04-08;9.0;23.0;0.0;0.0
2020-04-09;0.0;23.0;0.0;0.0
2020-04-10;1.0;24.0;0.0;0.0
2020-04-11;0.0;24.0;0.0;0.0
2020-04-12;0.0;24.0;0.0;0.0
2020-04-13;1.0;25.0;0.0;0.0
2020-04-14;1.0;26.0;0.0;0.0
2020-04-15;0.0;26.0;0.0;0.0
2020-04-16;2.0;28.0;0.0;0.0
