regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Nordeste;SE;2020-03-15;1;1;0;0
Nordeste;SE;2020-03-16;0;1;0;0
Nordeste;SE;2020-03-17;3;4;0;0
Nordeste;SE;2020-03-18;1;5;0;0
Nordeste;SE;2020-03-19;1;6;0;0
Nordeste;SE;2020-03-20;0;6;0;0
Nordeste;SE;2020-03-21;4;10;0;0
Nordeste;SE;2020-03-22;0;10;0;0
Nordeste;SE;2020-03-23;0;10;0;0
Nordeste;SE;2020-03-24;5;15;0;0
Nordeste;SE;2020-03-25;1;16;0;0
Nordeste;SE;2020-03-26;0;16;0;0
Nordeste;SE;2020-03-27;0;16;0;0
Nordeste;SE;2020-03-28;0;16;0;0
Nordeste;SE;2020-03-29;0;16;0;0
Nordeste;SE;2020-03-30;0;16;0;0
Nordeste;SE;2020-03-31;3;19;0;0
Nordeste;SE;2020-04-01;1;20;0;0
Nordeste;SE;2020-04-02;3;23;2;2
Nordeste;SE;2020-04-03;2;25;0;2
Nordeste;SE;2020-04-04;2;27;0;2
Nordeste;SE;2020-04-05;5;32;1;3
Nordeste;SE;2020-04-06;0;32;1;4
Nordeste;SE;2020-04-07;4;36;0;4
Nordeste;SE;2020-04-08;0;36;0;4
Nordeste;SE;2020-04-09;3;39;0;4
Nordeste;SE;2020-04-10;3;42;0;4
Nordeste;SE;2020-04-11;0;42;0;4
Nordeste;SE;2020-04-12;2;44;0;4
Nordeste;SE;2020-04-13;0;44;0;4
Nordeste;SE;2020-04-14;1;45;0;4
Nordeste;SE;2020-04-15;1;46;0;4
Nordeste;SE;2020-04-16;2;48;0;4
Nordeste;SE;2020-04-17;5;53;0;4
Nordeste;SE;2020-04-18;18;71;1;5
Nordeste;SE;2020-04-19;12;83;0;5
Nordeste;SE;2020-04-20;3;86;0;5
Nordeste;SE;2020-04-21;6;92;0;5
Nordeste;SE;2020-04-22;25;117;2;7
Nordeste;SE;2020-04-23;7;124;1;8
Nordeste;SE;2020-04-24;20;144;0;8
Nordeste;SE;2020-04-25;9;153;1;9
Nordeste;SE;2020-04-26;6;159;0;9
Nordeste;SE;2020-04-27;38;197;1;10
Nordeste;SE;2020-04-28;83;280;1;11
Nordeste;SE;2020-04-29;57;337;1;12
Nordeste;SE;2020-04-30;110;447;0;12
Nordeste;SE;2020-05-01;70;517;2;14
Nordeste;SE;2020-05-02;84;601;0;14
Nordeste;SE;2020-05-03;129;730;0;14
Nordeste;SE;2020-05-04;42;772;3;17
