DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-23;1.0;1.0;0.0;0.0
2020-03-24;0.0;1.0;0.0;0.0
2020-03-25;0.0;1.0;0.0;0.0
2020-03-26;1.0;2.0;0.0;0.0
2020-03-27;0.0;2.0;0.0;0.0
2020-03-28;0.0;2.0;0.0;0.0
2020-03-29;1.0;3.0;0.0;0.0
2020-03-30;0.0;3.0;1.0;1.0
2020-03-31;1.0;4.0;0.0;1.0
2020-04-01;0.0;4.0;0.0;1.0
2020-04-02;2.0;6.0;0.0;1.0
2020-04-03;1.0;7.0;1.0;2.0
2020-04-04;1.0;8.0;0.0;2.0
2020-04-05;1.0;9.0;0.0;2.0
2020-04-06;1.0;10.0;2.0;4.0
2020-04-07;2.0;12.0;2.0;6.0
2020-04-08;2.0;14.0;0.0;6.0
2020-04-09;1.0;15.0;0.0;6.0
2020-04-10;1.0;16.0;1.0;7.0
2020-04-11;2.0;18.0;0.0;7.0
2020-04-12;3.0;21.0;1.0;8.0
2020-04-13;2.0;23.0;0.0;8.0
2020-04-14;1.0;24.0;1.0;9.0
2020-04-15;7.0;31.0;1.0;10.0
2020-04-16;8.0;39.0;0.0;10.0
2020-04-17;6.0;45.0;0.0;10.0
2020-04-18;2.0;47.0;1.0;11.0
2020-04-19;0.0;47.0;0.0;11.0
2020-04-20;6.0;53.0;0.0;11.0
2020-04-21;3.0;56.0;0.0;11.0
2020-04-22;10.0;66.0;1.0;12.0
2020-04-23;12.0;78.0;1.0;13.0
2020-04-24;7.0;85.0;2.0;15.0
2020-04-25;1.0;86.0;0.0;15.0
2020-04-26;3.0;89.0;1.0;16.0
2020-04-27;8.0;97.0;0.0;16.0
2020-04-28;1.0;98.0;0.0;16.0
