DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-18;1.0;1.0;0.0;0.0
2020-03-19;0.0;1.0;0.0;0.0
2020-03-20;0.0;1.0;0.0;0.0
2020-03-21;0.0;1.0;0.0;0.0
2020-03-22;0.0;1.0;0.0;0.0
2020-03-23;0.0;1.0;0.0;0.0
2020-03-24;0.0;1.0;0.0;0.0
2020-03-25;0.0;1.0;0.0;0.0
2020-03-26;3.0;4.0;0.0;0.0
2020-03-27;1.0;5.0;1.0;1.0
2020-03-28;1.0;6.0;0.0;1.0
2020-03-29;0.0;6.0;0.0;1.0
2020-03-30;0.0;6.0;0.0;1.0
2020-03-31;2.0;8.0;0.0;1.0
2020-04-01;0.0;8.0;0.0;1.0
2020-04-02;1.0;9.0;0.0;1.0
2020-04-03;3.0;12.0;2.0;3.0
2020-04-04;5.0;17.0;0.0;3.0
2020-04-05;3.0;20.0;2.0;5.0
2020-04-06;7.0;27.0;1.0;6.0
2020-04-07;1.0;28.0;0.0;6.0
2020-04-08;17.0;45.0;1.0;7.0
2020-04-09;2.0;47.0;0.0;7.0
2020-04-10;1.0;48.0;1.0;8.0
2020-04-11;11.0;59.0;2.0;10.0
2020-04-12;1.0;60.0;3.0;13.0
2020-04-13;11.0;71.0;2.0;15.0
2020-04-14;8.0;79.0;0.0;15.0
2020-04-15;2.0;81.0;0.0;15.0
2020-04-16;9.0;90.0;1.0;16.0
2020-04-17;12.0;102.0;2.0;18.0
2020-04-18;3.0;105.0;2.0;20.0
2020-04-19;2.0;107.0;0.0;20.0
2020-04-20;10.0;117.0;0.0;20.0
2020-04-21;7.0;124.0;2.0;22.0
2020-04-22;9.0;133.0;0.0;22.0
2020-04-23;11.0;144.0;1.0;23.0
2020-04-24;10.0;154.0;2.0;25.0
2020-04-25;1.0;155.0;1.0;26.0
2020-04-26;5.0;160.0;3.0;29.0
2020-04-27;4.0;164.0;0.0;29.0
2020-04-28;3.0;167.0;0.0;29.0
