DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-04-08;1.0;1.0;0.0;0.0
2020-04-09;0.0;1.0;0.0;0.0
2020-04-10;0.0;1.0;0.0;0.0
2020-04-11;1.0;2.0;0.0;0.0
2020-04-12;0.0;2.0;0.0;0.0
2020-04-13;1.0;3.0;0.0;0.0
2020-04-14;0.0;3.0;0.0;0.0
2020-04-15;0.0;3.0;0.0;0.0
2020-04-16;0.0;3.0;0.0;0.0
2020-04-17;2.0;5.0;0.0;0.0
2020-04-18;4.0;9.0;0.0;0.0
2020-04-19;0.0;9.0;0.0;0.0
2020-04-20;4.0;13.0;0.0;0.0
2020-04-21;4.0;17.0;0.0;0.0
2020-04-22;0.0;17.0;0.0;0.0
2020-04-23;0.0;17.0;0.0;0.0
2020-04-24;0.0;17.0;0.0;0.0
2020-04-25;1.0;18.0;0.0;0.0
2020-04-26;0.0;18.0;0.0;0.0
2020-04-27;1.0;19.0;0.0;0.0
