DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-17;1.0;1.0;0.0;0.0
2020-03-18;0.0;1.0;0.0;0.0
2020-03-19;0.0;1.0;0.0;0.0
2020-03-20;0.0;1.0;0.0;0.0
2020-03-21;0.0;1.0;0.0;0.0
2020-03-22;0.0;1.0;0.0;0.0
2020-03-23;0.0;1.0;0.0;0.0
2020-03-24;0.0;1.0;0.0;0.0
2020-03-25;1.0;2.0;0.0;0.0
2020-03-26;0.0;2.0;0.0;0.0
2020-03-27;2.0;4.0;0.0;0.0
2020-03-28;0.0;4.0;0.0;0.0
2020-03-29;0.0;4.0;0.0;0.0
2020-03-30;0.0;4.0;0.0;0.0
2020-03-31;2.0;6.0;0.0;0.0
2020-04-01;0.0;6.0;0.0;0.0
2020-04-02;1.0;7.0;0.0;0.0
2020-04-03;2.0;9.0;0.0;0.0
2020-04-04;2.0;11.0;1.0;1.0
2020-04-05;5.0;16.0;2.0;3.0
2020-04-06;9.0;25.0;1.0;4.0
2020-04-07;2.0;27.0;1.0;5.0
2020-04-08;11.0;38.0;0.0;5.0
2020-04-09;6.0;44.0;0.0;5.0
2020-04-10;6.0;50.0;0.0;5.0
2020-04-11;6.0;56.0;0.0;5.0
2020-04-12;4.0;60.0;0.0;5.0
2020-04-13;24.0;84.0;2.0;7.0
2020-04-14;22.0;106.0;0.0;7.0
2020-04-15;13.0;119.0;0.0;7.0
2020-04-16;11.0;130.0;0.0;7.0
2020-04-17;21.0;151.0;0.0;7.0
2020-04-18;13.0;164.0;2.0;9.0
2020-04-19;8.0;172.0;3.0;12.0
2020-04-20;22.0;194.0;0.0;12.0
2020-04-21;8.0;202.0;1.0;13.0
2020-04-22;9.0;211.0;1.0;14.0
2020-04-23;12.0;223.0;3.0;17.0
2020-04-24;7.0;230.0;1.0;18.0
2020-04-25;2.0;232.0;0.0;18.0
2020-04-26;6.0;238.0;1.0;19.0
2020-04-27;4.0;242.0;0.0;19.0
2020-04-28;6.0;248.0;0.0;19.0
2020-04-29;0.0;248.0;1.0;20.0
2020-04-30;1.0;249.0;0.0;20.0
