DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-04-09;1.0;1.0;1.0;1.0
2020-04-10;0.0;1.0;0.0;1.0
2020-04-11;0.0;1.0;0.0;1.0
2020-04-12;0.0;1.0;0.0;1.0
2020-04-13;0.0;1.0;0.0;1.0
2020-04-14;0.0;1.0;0.0;1.0
2020-04-15;0.0;1.0;0.0;1.0
2020-04-16;4.0;5.0;0.0;1.0
2020-04-17;0.0;5.0;0.0;1.0
2020-04-18;1.0;6.0;0.0;1.0
2020-04-19;0.0;6.0;0.0;1.0
2020-04-20;0.0;6.0;0.0;1.0
2020-04-21;0.0;6.0;0.0;1.0
2020-04-22;1.0;7.0;0.0;1.0
2020-04-23;2.0;9.0;0.0;1.0
2020-04-24;1.0;10.0;0.0;1.0
2020-04-25;1.0;11.0;0.0;1.0
2020-04-26;0.0;11.0;0.0;1.0
2020-04-27;0.0;11.0;0.0;1.0
2020-04-28;2.0;13.0;0.0;1.0
