DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-22;1.0;1.0;0.0;0.0
2020-03-23;0.0;1.0;0.0;0.0
2020-03-24;0.0;1.0;0.0;0.0
2020-03-25;0.0;1.0;0.0;0.0
2020-03-26;0.0;1.0;0.0;0.0
2020-03-27;0.0;1.0;0.0;0.0
2020-03-28;0.0;1.0;0.0;0.0
2020-03-29;1.0;2.0;0.0;0.0
2020-03-30;0.0;2.0;0.0;0.0
2020-03-31;0.0;2.0;0.0;0.0
2020-04-01;0.0;2.0;0.0;0.0
2020-04-02;0.0;2.0;0.0;0.0
2020-04-03;1.0;3.0;0.0;0.0
2020-04-04;2.0;5.0;1.0;1.0
2020-04-05;0.0;5.0;0.0;1.0
2020-04-06;0.0;5.0;0.0;1.0
2020-04-07;2.0;7.0;0.0;1.0
2020-04-08;2.0;9.0;0.0;1.0
2020-04-09;0.0;9.0;0.0;1.0
2020-04-10;3.0;12.0;1.0;2.0
2020-04-11;1.0;13.0;0.0;2.0
2020-04-12;0.0;13.0;0.0;2.0
2020-04-13;1.0;14.0;0.0;2.0
2020-04-14;1.0;15.0;1.0;3.0
2020-04-15;2.0;17.0;1.0;4.0
2020-04-16;4.0;21.0;2.0;6.0
2020-04-17;1.0;22.0;0.0;6.0
2020-04-18;0.0;22.0;0.0;6.0
2020-04-19;0.0;22.0;0.0;6.0
2020-04-20;7.0;29.0;0.0;6.0
2020-04-21;2.0;31.0;1.0;7.0
2020-04-22;1.0;32.0;0.0;7.0
2020-04-23;4.0;36.0;0.0;7.0
2020-04-24;2.0;38.0;0.0;7.0
2020-04-25;0.0;38.0;0.0;7.0
2020-04-26;0.0;38.0;0.0;7.0
2020-04-27;0.0;38.0;0.0;7.0
2020-04-28;2.0;40.0;0.0;7.0
