regiao;estado;DateRep;Cases;cum-Cases;Deaths;cum-Deaths
Norte;AM;2020-03-15;1;1;0;0
Norte;AM;2020-03-16;0;1;0;0
Norte;AM;2020-03-17;0;1;0;0
Norte;AM;2020-03-18;0;1;0;0
Norte;AM;2020-03-19;2;3;0;0
Norte;AM;2020-03-20;0;3;0;0
Norte;AM;2020-03-21;8;11;0;0
Norte;AM;2020-03-22;15;26;0;0
Norte;AM;2020-03-23;6;32;0;0
Norte;AM;2020-03-24;15;47;0;0
Norte;AM;2020-03-25;7;54;1;1
Norte;AM;2020-03-26;13;67;0;1
Norte;AM;2020-03-27;14;81;0;1
Norte;AM;2020-03-28;30;111;0;1
Norte;AM;2020-03-29;29;140;0;1
Norte;AM;2020-03-30;11;151;0;1
Norte;AM;2020-03-31;24;175;2;3
Norte;AM;2020-04-01;25;200;0;3
Norte;AM;2020-04-02;29;229;0;3
Norte;AM;2020-04-03;31;260;4;7
Norte;AM;2020-04-04;51;311;5;12
Norte;AM;2020-04-05;106;417;2;14
Norte;AM;2020-04-06;115;532;5;19
Norte;AM;2020-04-07;104;636;4;23
Norte;AM;2020-04-08;168;804;7;30
Norte;AM;2020-04-09;95;899;10;40
Norte;AM;2020-04-10;82;981;10;50
Norte;AM;2020-04-11;69;1050;3;53
Norte;AM;2020-04-12;156;1206;9;62
Norte;AM;2020-04-13;69;1275;9;71
Norte;AM;2020-04-14;209;1484;19;90
Norte;AM;2020-04-15;70;1554;16;106
Norte;AM;2020-04-16;165;1719;18;124
Norte;AM;2020-04-17;90;1809;21;145
Norte;AM;2020-04-18;88;1897;16;161
Norte;AM;2020-04-19;147;2044;21;182
Norte;AM;2020-04-20;116;2160;3;185
Norte;AM;2020-04-21;110;2270;8;193
Norte;AM;2020-04-22;209;2479;14;207
Norte;AM;2020-04-23;409;2888;27;234
Norte;AM;2020-04-24;306;3194;21;255
Norte;AM;2020-04-25;441;3635;32;287
Norte;AM;2020-04-26;198;3833;17;304
Norte;AM;2020-04-27;95;3928;16;320
Norte;AM;2020-04-28;409;4337;31;351
Norte;AM;2020-04-29;464;4801;29;380
Norte;AM;2020-04-30;453;5254;45;425
Norte;AM;2020-05-01;469;5723;51;476
Norte;AM;2020-05-02;339;6062;25;501
Norte;AM;2020-05-03;621;6683;47;548
Norte;AM;2020-05-04;630;7313;37;585
