DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-28;1.0;1.0;0.0;0.0
2020-03-29;0.0;1.0;0.0;0.0
2020-03-30;0.0;1.0;0.0;0.0
2020-03-31;0.0;1.0;0.0;0.0
2020-04-01;0.0;1.0;0.0;0.0
2020-04-02;0.0;1.0;0.0;0.0
2020-04-03;0.0;1.0;0.0;0.0
2020-04-04;0.0;1.0;0.0;0.0
2020-04-05;0.0;1.0;0.0;0.0
2020-04-06;0.0;1.0;0.0;0.0
2020-04-07;1.0;2.0;0.0;0.0
2020-04-08;3.0;5.0;0.0;0.0
2020-04-09;2.0;7.0;0.0;0.0
2020-04-10;0.0;7.0;0.0;0.0
2020-04-11;0.0;7.0;0.0;0.0
2020-04-12;0.0;7.0;0.0;0.0
2020-04-13;0.0;7.0;0.0;0.0
2020-04-14;2.0;9.0;1.0;1.0
2020-04-15;1.0;10.0;0.0;1.0
2020-04-16;2.0;12.0;0.0;1.0
2020-04-17;3.0;15.0;1.0;2.0
2020-04-18;0.0;15.0;0.0;2.0
2020-04-19;0.0;15.0;0.0;2.0
2020-04-20;4.0;19.0;0.0;2.0
2020-04-21;0.0;19.0;0.0;2.0
2020-04-22;4.0;23.0;1.0;3.0
2020-04-23;1.0;24.0;0.0;3.0
2020-04-24;1.0;25.0;0.0;3.0
2020-04-25;0.0;25.0;0.0;3.0
2020-04-26;0.0;25.0;0.0;3.0
2020-04-27;1.0;26.0;0.0;3.0
2020-04-28;1.0;27.0;0.0;3.0
