DateRep;Cases;cum-Cases;Deaths;cum-Deaths
2020-03-17;1.0;1.0;0.0;0.0
2020-03-18;0.0;1.0;0.0;0.0
2020-03-19;1.0;2.0;0.0;0.0
2020-03-20;0.0;2.0;0.0;0.0
2020-03-21;1.0;3.0;0.0;0.0
2020-03-22;0.0;3.0;0.0;0.0
2020-03-23;0.0;3.0;0.0;0.0
2020-03-24;0.0;3.0;0.0;0.0
2020-03-25;1.0;4.0;0.0;0.0
2020-03-26;1.0;5.0;0.0;0.0
2020-03-27;0.0;5.0;0.0;0.0
2020-03-28;0.0;5.0;0.0;0.0
2020-03-29;0.0;5.0;1.0;1.0
2020-03-30;2.0;7.0;0.0;1.0
2020-03-31;1.0;8.0;1.0;2.0
2020-04-01;3.0;11.0;0.0;2.0
2020-04-02;0.0;11.0;1.0;3.0
2020-04-03;3.0;14.0;0.0;3.0
2020-04-04;8.0;22.0;1.0;4.0
2020-04-05;6.0;28.0;1.0;5.0
2020-04-06;18.0;46.0;0.0;5.0
2020-04-07;15.0;61.0;1.0;6.0
2020-04-08;16.0;77.0;0.0;6.0
2020-04-09;26.0;103.0;0.0;6.0
2020-04-10;15.0;118.0;1.0;7.0
2020-04-11;10.0;128.0;1.0;8.0
2020-04-12;15.0;143.0;2.0;10.0
2020-04-13;42.0;185.0;2.0;12.0
2020-04-14;36.0;221.0;2.0;14.0
2020-04-15;37.0;258.0;1.0;15.0
2020-04-16;50.0;308.0;3.0;18.0
2020-04-17;55.0;363.0;4.0;22.0
2020-04-18;29.0;392.0;4.0;26.0
2020-04-19;20.0;412.0;1.0;27.0
2020-04-20;75.0;487.0;1.0;28.0
2020-04-21;39.0;526.0;3.0;31.0
2020-04-22;34.0;560.0;2.0;33.0
2020-04-23;42.0;602.0;2.0;35.0
2020-04-24;19.0;621.0;8.0;43.0
2020-04-25;6.0;627.0;1.0;44.0
2020-04-26;10.0;637.0;1.0;45.0
2020-04-27;20.0;657.0;3.0;48.0
2020-04-28;7.0;664.0;3.0;51.0
